group,seq_in_group,track_key_name,track_key_artist,name,artist,label(mood_tags),genre_family,label_confidence
3,27,Proxy War,Andrew Bird,Proxy War,Andrew Bird,restless;unresolved;melancholic,indie_folk,0.85
3,28,Maybe,Jamie Isaac,Maybe,Jamie Isaac,dreamy;melancholic;restrained,alternative_rnb,0.85
3,29,DENIAL IS A RIVER,Doechii,DENIAL IS A RIVER,Doechii,restless;urban;unresolved,alternative_rnb,0.85
3,30,Silhouette,Aquilo,Silhouette,Aquilo,melancholic;dreamy;nostalgic,indie_pop,0.85
4,1,What If,Five For Fighting,What If,Five For Fighting,introspective;melancholic;hopeful,piano_rock,0.85
4,2,夕陽消失之前 Twilight Clouds,Cicada,夕陽消失之前 Twilight Clouds,Cicada,melancholic;nostalgic;bittersweet,modern_classical,0.9
4,3,Yugen,Emapea,Yugen,Emapea,dreamy;introspective;warm,lo_fi,0.85
4,4,L'aube sur la mer de Bismarck,Ozymandias,L'aube sur la mer de Bismarck,Ozymandias,misty;melancholic;restrained,ambient,0.85
4,5,Fresh Air,Blurry Lights,Fresh Air,Blurry Lights,dreamy;urban;clear,synthwave,0.85
4,6,stripe,Water,stripe,Water,dreamy;misty;restrained,ambient,0.85
4,7,Not the Same,Friska Viljor,Not the Same,Friska Viljor,melancholic;restrained;bittersweet,indie_folk,0.85
4,8,右衛門佐のテーマ,村松崇継,右衛門佐のテーマ,村松崇継,introspective;melancholic;restrained,modern_classical,0.9
4,9,Radio Mammalia,Jarmo Saari Republic,Radio Mammalia,Jarmo Saari Republic,restless;urban;unresolved,experimental_jazz,0.8
4,10,Make It Right (feat. Lauv),BTS,Make It Right (feat. Lauv),BTS,hopeful;warm;urban,k_pop,0.85
4,11,過敏,楊丞琳,過敏,楊丞琳,melancholic;bittersweet;nostalgic,mandopop,0.85
4,12,In Time,Self Esteem,In Time,Self Esteem,restless;urban;hopeful,art_pop,0.85
4,13,If You're Over Me,Years & Years,If You're Over Me,Years & Years,urban;restless;bittersweet,synthpop,0.85
4,14,Welcome To The Second New Era,Exilym,Welcome To The Second New Era,Exilym,hopeful;dreamy;clear,ambient,0.85
4,15,첫 사랑니 (Rum Pum Pum Pum),f(x),첫 사랑니 (Rum Pum Pum Pum),f(x),urban;restless;bittersweet,k_pop,0.85
4,16,Sea,Swallow Me,Sea,Swallow Me,dreamy;misty;detached,ambient,0.85
4,17,Raining Whilst She Sleeps,Message To Bears,Raining Whilst She Sleeps,Message To Bears,introspective;melancholic;dreamy,ambient,0.9
4,18,You Are the Light - Edit,Hot Since 82,You Are the Light - Edit,Hot Since 82,urban;hopeful;restless,deep_house,0.85
4,19,Not Lonely,Richard Hawley,Not Lonely,Richard Hawley,warm;nostalgic;bittersweet,singer_songwriter,0.85
4,20,Lover Boy 88,88rising,Lover Boy 88,88rising,urban;warm;hopeful,hip_hop,0.85
4,21,Attimo,Andrea,Attimo,Andrea,introspective;melancholic;restrained,modern_classical,0.9
4,22,Together For Tomorrow,Kondor,Together For Tomorrow,Kondor,hopeful;warm;nostalgic,ambient,0.85
4,23,"""Theme (From """"""""The Sheltering Sky"""""""")""",Maksym Rzemiński,"""Theme (From """"""""The Sheltering Sky"""""""")""",Maksym Rzemiński,introspective;melancholic;restrained,modern_classical,0.9
4,24,Elegy for Tramway,The Waves,Elegy for Tramway,The Waves,melancholic;introspective;restrained,modern_classical,0.9
4,25,Myth,Beach House,Myth,Beach House,dreamy;nostalgic;melancholic,dream_pop,0.9
4,26,秘境,松尾早人,秘境,松尾早人,introspective;misty;restrained,modern_classical,0.9
4,27,Unbreakable,Janet Jackson,Unbreakable,Janet Jackson,urban;restless;hopeful,r&b,0.85
4,28,Let the Bells Ring,Wild Belle,Let the Bells Ring,Wild Belle,nostalgic;warm;bittersweet,indie_folk,0.85
4,29,Quiet Nights Of Quiet Stars,Queen Latifah,Quiet Nights Of Quiet Stars,Queen Latifah,warm;nostalgic;sensual,jazz,0.85
4,30,Revenge (Extended Mix),Tontario,Revenge (Extended Mix),Tontario,restless;urban;unresolved,synthwave,0.85
5,1,Uncertainly Deranged,Bayonne,Uncertainly Deranged,Bayonne,restless;unresolved;urban,electronic,0.85
5,2,Into The Heart,Mirrors,Into The Heart,Mirrors,introspective;melancholic;restrained,synthpop,0.85
5,3,Fly Me to the Moon,Julie London,Fly Me to the Moon,Julie London,warm;sensual;nostalgic,jazz,0.9
5,4,Once You Meet Her,植松伸夫,Once You Meet Her,植松伸夫,nostalgic;bittersweet;hopeful,soundtrack,0.85
5,5,以父之名,周杰伦,以父之名,周杰伦,melancholic;bittersweet;unresolved,art_pop,0.9
5,6,3mwy (Of Hope),Echotide,3mwy (Of Hope),Echotide,dreamy;hopeful;introspective,ambient,0.85
5,7,Vision,Shook,Vision,Shook,dreamy;restrained;unresolved,ambient,0.85
5,8,Clear Water,Robert Haigh,Clear Water,Robert Haigh,clear;restrained;introspective,modern_classical,0.85
5,9,It's Only Loneliness,Gemma Ray,It's Only Loneliness,Gemma Ray,melancholic;lonely;bittersweet,singer_songwriter,0.85
5,10,Slip,Black Swan Lane,Slip,Black Swan Lane,melancholic;restrained;introspective,alternative_rock,0.85
5,11,All Inside (Reprise),Bondax,All Inside (Reprise),Bondax,dreamy;warm;nostalgic,lo_fi,0.85
5,12,Years of Solitude,Javier Girotto,Years of Solitude,Javier Girotto,introspective;melancholic;lonely,modern_classical,0.9
5,13,Swept Away,Buddha Bar / Anna Naklab,Swept Away,Buddha Bar / Anna Naklab,dreamy;warm;nostalgic,chill_out,0.85
5,14,Preludio Sinfonico,Giacomo Puccini,Preludio Sinfonico,Giacomo Puccini,melancholic;restrained;bittersweet,classical,0.9
5,15,Fair Trade (with Travis Scott),Drake,Fair Trade (with Travis Scott),Drake,urban;restless;bittersweet,hip_hop,0.85
5,16,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,Aram Khachaturian,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,Aram Khachaturian,melancholic;restrained;bittersweet,classical,0.9
5,17,When It Rains,KIAH,When It Rains,KIAH,melancholic;bittersweet;introspective,indie_pop,0.85
5,18,Apreal,Scythelence,Apreal,Scythelence,introspective;melancholic;restrained,modern_classical,0.85
5,19,咏爱,詹雯婷,咏爱,詹雯婷,warm;nostalgic;hopeful,mandopop,0.85
5,20,云灯,Howie Lee,云灯,Howie Lee,dreamy;urban;restless,electronic,0.85
5,21,Love After War,Robin Thicke,Love After War,Robin Thicke,sensual;warm;bittersweet,r&b,0.85
5,22,春よ、来い:尺八・琴・三味線・胡弓・鳴物,松任谷由実,春よ、来い:尺八・琴・三味線・胡弓・鳴物,松任谷由実,nostalgic;hopeful;warm,traditional_japanese,0.85
5,23,Can't Even Choose Your Name,The Proper Ornaments,Can't Even Choose Your Name,The Proper Ornaments,melancholic;restrained;bittersweet,indie_rock,0.85
5,24,Broken Days,Lycia,Broken Days,Lycia,melancholic;lonely;introspective,darkwave,0.9
5,25,Song for Rome,Brian Crain,Song for Rome,Brian Crain,nostalgic;melancholic;warm,modern_classical,0.9
5,26,Slowly Falling,Gum Takes Tooth,Slowly Falling,Gum Takes Tooth,restless;unresolved;melancholic,experimental_rock,0.85
5,27,Retro Petrol,恐龙的皮 The Dinosaur’s Skin,Retro Petrol,恐龙的皮 The Dinosaur’s Skin,nostalgic;urban;dreamy,indie_pop,0.8
5,28,"""Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto""",Sergei Rachmaninoff,"""Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto""",Sergei Rachmaninoff,introspective;melancholic;restrained,classical,0.95
5,29,Emo Blues,Georgia Anne Muldrow,Emo Blues,Georgia Anne Muldrow,melancholic;bittersweet;restrained,neo_soul,0.85
5,30,All That We Are,Audiomachine,All That We Are,Audiomachine,hopeful;nostalgic;warm,cinematic_orchestral,0.85
6,1,Cannonball (Radio Remix),Damien Rice,Cannonball (Radio Remix),Damien Rice,melancholic;bittersweet;restrained,singer_songwriter,0.9
6,2,Morning Melody (Epilogue),Anat Cohen,Morning Melody (Epilogue),Anat Cohen,warm;clear;hopeful,jazz,0.85
6,3,Brazilian Rhyme (Almost There),Kaoru,Brazilian Rhyme (Almost There),Kaoru,warm;dreamy;nostalgic,jazz,0.85
6,4,Expectations,Portland,Expectations,Portland,introspective;melancholic;restrained,modern_classical,0.85
6,5,Better,EZRA,Better,EZRA,warm;hopeful;clear,indie_pop,0.85
6,6,Ivy,Frank Ocean,Ivy,Frank Ocean,introspective;melancholic;bittersweet,alternative_rnb,0.9
6,7,Flashing Lights,Kanye West / Dwele,Flashing Lights,Kanye West / Dwele,urban;restless;bittersweet,hip_hop,0.85
6,8,GREECE (feat. Drake),DJ Khaled,GREECE (feat. Drake),DJ Khaled,urban;restless;hopeful,hip_hop,0.85
6,9,评弹【天涯歌女】,鹤这豹脾气,评弹【天涯歌女】,鹤这豹脾气,nostalgic;warm;bittersweet,chinese_traditional_fusion,0.85
6,10,Ghost in the Machine,SZA / Phoebe Bridgers,Ghost in the Machine,SZA / Phoebe Bridgers,melancholic;introspective;unresolved,art_pop,0.9
6,11,陽光下的星星,金海心,陽光下的星星,金海心,warm;nostalgic;bittersweet,mandopop,0.85
6,12,幸福就好,苏盈之,幸福就好,苏盈之,warm;hopeful;nostalgic,mandopop,0.85
6,13,Rollin,Calvin Harris / Future / Khalid,Rollin,Calvin Harris / Future / Khalid,urban;hopeful;restless,electropop,0.85
6,14,"""Zadok the Priest, Coronation Anthem No. 1, HWV 258""",George Frideric Handel,"""Zadok the Priest, Coronation Anthem No. 1, HWV 258""",George Frideric Handel,restrained;clear;bittersweet,classical,0.85
6,15,《英雄》之“天下：英雄主题”,谭盾,《英雄》之“天下：英雄主题”,谭盾,introspective;melancholic;restrained,modern_classical,0.9
6,16,Blue Window,Duñe,Blue Window,Duñe,dreamy;nostalgic;bittersweet,dream_pop,0.85
6,17,现在的我们,萧蔷,现在的我们,萧蔷,warm;nostalgic;bittersweet,mandopop,0.8
6,18,Edvard Grieg: Ballade Op. 24,Edvard Grieg,Edvard Grieg: Ballade Op. 24,Edvard Grieg,melancholic;introspective;restrained,romantic_classical,0.9
6,19,水の巫女エリア,植松伸夫,水の巫女エリア,植松伸夫,misty;dreamy;restrained,cinematic_orchestral,0.9
6,20,Father Stretch My Hands,The Life of Pablo,Father Stretch My Hands,The Life of Pablo,restless;urban;hopeful,hip_hop,0.85
6,21,Violin Concerto No. 2 in B minor,MS 48: III. Rondo a la clochette,Violin Concerto No. 2 in B minor,MS 48: III. Rondo a la clochette,restrained;melancholic;bittersweet,classical,0.85
6,22,Akoluthic Phase,Hiro Kone,Akoluthic Phase,Hiro Kone,introspective;restrained;unresolved,experimental_electronic,0.85
6,23,"""Symphony No. 3 in C Minor, Op. 78 """"""""Organ Symphony"""""""": IIb. Maestoso – Allegro""",Camille Saint-Saëns,"""Symphony No. 3 in C Minor, Op. 78 """"""""Organ Symphony"""""""": IIb. Maestoso – Allegro""",Camille Saint-Saëns,restrained;melancholic;unresolved,classical,0.85
6,24,因為愛情,陳奕迅,因為愛情,陳奕迅,nostalgic;warm;bittersweet,mandopop,0.9
6,25,Chega de Saudade,Antônio Carlos Jobim,Chega de Saudade,Antônio Carlos Jobim,warm;nostalgic;bittersweet,bossa_nova,0.9
6,26,Whatever,Bri3,Whatever,Bri3,dreamy;warm;nostalgic,lo_fi,0.85
6,27,Scarlett,Kovlo,Scarlett,Kovlo,dreamy;melancholic;introspective,ambient,0.85
6,28,寂寞無害 - 八大韓劇”拜託了媽媽”片頭曲,艾怡良,寂寞無害 - 八大韓劇”拜託了媽媽”片頭曲,艾怡良,melancholic;lonely;bittersweet,mandopop,0.85
6,29,Take California,Propellerheads,Take California,Propellerheads,restless;urban;hopeful,big_beat,0.85
6,30,Princess,α·Pav,Princess,α·Pav,dreamy;nostalgic;warm,ambient,0.85
