name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
Team,Lorde,restless;urban;bittersweet,soft_synth;vocal_breath;electric_distant,,0.6,0.5,0.55,0.4,0.6,0.75,0.6,en,1,art_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Lorde 的另类流行，合成器与鼓点营造出都市不安与怀旧交织的氛围
Heaven's Gold,Gliss,dreamy;nostalgic;bittersweet,soft_synth;reverb_heavy;electric_distant;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,en,1,dream_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,梦幻流行风格，软合成器与深远混响营造怀旧而略带苦涩的都市夜晚氛围
愛死你 (feat. 柯有倫),莫文蔚,restless;urban;sensual,electric_distant;cold_synth;vocal_breath,over_dramatic,0.7,0.5,0.65,0.4,0.7,0.75,0.6,zh,1,mandopop,"""{""""evening_city_walk"""":0.55,""""night_clear_lonely"""":0.5,""""user_requested_explore"""":0.6}""",city_to_inner_room,0.8,莫文蔚的都市感声线与柯有伦的rap交织，电子音色带来不安与性感，能量较高但带有负面标签限制场景评分
Understand,Jacques Greene,dreamy;urban;restrained,soft_synth;reverb_heavy;electric_distant;vocal_breath,,0.4,0.45,0.5,0.4,0.45,0.6,0.55,en,1,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,柔和的合成器与深远混响，人声克制而梦幻，营造出都市夜晚的内省氛围
Secret ba<x>se,纽约盗图君,nostalgic;warm;melancholic,piano;acoustic;vocal_breath,,0.35,0.5,0.4,0.6,0.3,0.6,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_cloudy_slow"""":0.7}""",slow_opening,0.85,钢琴与木吉他伴奏的抒情翻唱，温暖怀旧中带一丝伤感
Into the Fields,Foxes in Fiction,dreamy;nostalgic;misty,ambient_pad;field_recording;reverb_heavy;soft_synth,,0.25,0.35,0.3,0.5,0.2,0,0.6,instrumental,0,ambient,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_clear_lonely"""":0.75}""",soft_focus_work,0.85,梦幻氛围电子，田野录音与软合成器交织，朦胧怀旧如晨雾中的田野
If I Fail,Mono Inc.,melancholic;restrained;unresolved,electric_distant;reverb_heavy;cinematic,,0.4,0.3,0.55,0.35,0.4,0.6,0.75,en,1,gothic_rock,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Mono Inc. 的暗调摇滚，低沉人声与深远混响营造出克制而悬而未决的忧郁氛围
Lydia,飛兒樂團,nostalgic;bittersweet;hopeful,piano;string;vocal_breath;electric_distant,,0.55,0.5,0.5,0.55,0.45,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,飛兒樂團的經典抒情搖滾，鋼琴與弦樂交織，人聲充滿力量與懷舊感，帶有淡淡的苦澀與希望
乱されて,鄧麗君,sensual;restless;bittersweet,string;vocal_breath;jazz_brush;soft_synth,,0.45,0.5,0.5,0.55,0.4,0.7,0.6,ja,1,kayokyoku,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""deep_night_introspective"""":0.7}""",city_to_inner_room,0.85,鄧麗君柔美声线搭配弦乐与爵士鼓刷，营造出性感而略带不安的都市夜晚氛围
Crabs,Helge Lien Trio,restrained;clear;bittersweet,piano;acoustic;jazz_brush;minimal,,0.3,0.5,0.4,0.5,0.3,0,0.5,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""afternoon_warm_idle"""":0.8,""""morning_clear_light"""":0.75}""",soft_focus_work,0.85,北欧爵士三重奏，钢琴与爵士刷的克制互动，清晰而略带感伤
I Will Be Blessed,Lisa Ekdahl,warm;hopeful;bittersweet,acoustic;jazz_brush;vocal_breath;string,,0.35,0.55,0.4,0.7,0.3,0.6,0.5,en,1,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,Lisa Ekdahl 温暖轻柔的声线搭配原声吉他与爵士刷，带来怀旧而充满希望的质感
热带雨林,S.H.E,nostalgic;melancholic;bittersweet,piano;string;vocal_breath,,0.4,0.45,0.45,0.55,0.35,0.65,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,S.H.E 的经典抒情，钢琴与弦乐铺垫出怀旧与淡淡的哀伤，人声温暖而克制
Regret,Andrew Lawrence,melancholic;introspective;restrained,piano;minimal;reverb_heavy,,0.2,0.25,0.3,0.35,0.15,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.9,极简钢琴独奏，深沉混响营造内省与遗憾的氛围
笑忘书 (Live),泳儿,melancholic;bittersweet;introspective,piano;vocal_breath;string;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.85,泳儿现场演绎的《笑忘书》，钢琴与弦乐交织，人声充满呼吸感，营造出怀旧而苦涩的内省氛围
Abilia,Bayonne,dreamy;restless;hopeful,soft_synth;ambient_pad;minimal;electric_distant,,0.35,0.5,0.4,0.45,0.4,0,0.5,instrumental,0,electronic,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,梦幻的合成器与轻微不安的节奏，营造出既宁静又略带动感的氛围
Poppin' Shakin',NiziU,urban;restless;hopeful,soft_synth;electric_distant;vocal_breath,,0.65,0.7,0.6,0.55,0.7,0.8,0.4,ja,1,j_pop,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""weekend_slow"""":0.55}""",city_to_inner_room,0.8,NiziU 的活力流行曲，合成器与节奏感强，都市感与希望并存
Too Much,Courtney Hartman,introspective;melancholic;restrained,acoustic;vocal_breath;minimal,,0.25,0.35,0.3,0.45,0.2,0.6,0.7,en,1,folk,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,原声吉他与人声的极简编排，内省而克制，带有淡淡的忧郁
心酸,林宥嘉,melancholic;nostalgic;bittersweet,piano;string;vocal_breath,,0.35,0.3,0.4,0.45,0.25,0.6,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.9,林宥嘉细腻的声线搭配钢琴和弦乐，营造出青春逝去的酸楚与怀旧感
Young And Beautiful - DH Orchestral Version,Lana Del Rey,melancholic;nostalgic;bittersweet,string;cinematic;reverb_heavy;vocal_breath,,0.35,0.4,0.55,0.5,0.3,0.7,0.8,en,1,orchestral_pop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75}""",afterglow_fading,0.9,管弦乐版本强化了原曲的怀旧与忧伤，弦乐铺底与Lana Del Rey的脆弱人声营造出电影般的落幕感
"""3 Klavierstücke, D. 946: No. 2 in E-Flat Major. Allegretto""",Franz Schubert,introspective;restrained;melancholic,piano;minimal;cinematic,,0.2,0.4,0.25,0.45,0.15,0,0.7,instrumental,0,classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",slow_opening,0.9,舒伯特钢琴小品，降E大调小快板，内省而克制，带有古典的忧郁与温暖
Get Lonely,Adia Victoria,lonely;melancholic;restrained,acoustic;reverb_heavy;vocal_breath;minimal,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,folk_blues,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",afterglow_fading,0.85,Adia Victoria 低沉克制的人声与简约原声吉他，营造出孤独而忧郁的氛围
Lucid Dreams,Juice WRLD,melancholic;restless;bittersweet,soft_synth;reverb_heavy;vocal_breath,,0.55,0.35,0.6,0.4,0.5,0.8,0.75,en,1,emo_rap,"""{""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.75,""""night_rain_humid"""":0.7}""",late_night_descent,0.85,Emo rap 风格，忧郁的旋律与 Juice WRLD 脆弱的人声交织，充满不安与苦涩的怀旧情绪
Neptune,Foals,dreamy;restless;unresolved,soft_synth;reverb_heavy;electric_distant;ambient_pad,,0.4,0.5,0.45,0.4,0.35,0,0.6,instrumental,0,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与深远混响交织，营造出不安而悬而未决的都市夜晚氛围
Writing's On the Wall,Sam Smith,melancholic;bittersweet;restrained,string;piano;vocal_breath;cinematic,,0.4,0.35,0.5,0.45,0.3,0.8,0.75,en,1,pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",slow_opening,0.9,Sam Smith 标志性的假声与弦乐编排，营造出克制而悲怆的抒情氛围
Intermission,Catfish and the Bottlemen,restless;urban;unresolved,electric_distant;reverb_heavy;minimal,,0.6,0.5,0.55,0.4,0.6,0,0.5,instrumental,0,indie_rock,"""{""""evening_city_walk"""":0.7,""""night_clear_lonely"""":0.65,""""work_focus_low_vocal"""":0.6}""",city_to_inner_room,0.8,器乐间奏曲，带有距离感的电吉他和混响，营造出都市不安与未解决的情绪
I Don't Belong Here,Cat Clyde,lonely;melancholic;introspective,acoustic;vocal_breath;minimal,,0.25,0.3,0.3,0.4,0.2,0.6,0.75,en,1,folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,Cat Clyde 的民谣风格，以简约的吉他和脆弱的人声传递出深刻的孤独与内省情绪
BURNITUP!,Missy Elliott,restless;urban;hopeful,electric_distant;soft_synth;vocal_breath,,0.85,0.7,0.8,0.4,0.9,0.9,0.4,en,1,hip_hop,"""{""""evening_city_walk"""":0.5,""""user_requested_explore"""":0.5,""""night_clear_lonely"""":0.4}""",city_to_inner_room,0.8,高能量嘻哈，强劲节奏和Missy Elliott的自信人声，充满都市活力与躁动
Verdicts,A Projection,introspective;restrained;melancholic,piano;minimal;reverb_heavy;cold_synth,,0.2,0.3,0.25,0.3,0.15,0,0.7,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,极简钢琴与冷合成器交织，空旷混响营造出内省而克制的氛围
The Difficult Transition from Beginner to Expert,The Philistines Jr.,introspective;restrained;unresolved,piano;minimal;reverb_heavy;field_recording,,0.2,0.3,0.25,0.35,0.15,0,0.75,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴与氛围音景，缓慢内省，带有未解决的过渡感
"""Newborn Suite, Pt. 2""",Antoine Karacostas,introspective;restrained;melancholic,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,极简钢琴独奏，缓慢而克制，充满内省与忧郁的古典氛围
Egotistic,MAMAMOO,restless;urban;sensual,soft_synth;electric_distant;vocal_breath,,0.65,0.6,0.7,0.5,0.7,0.8,0.5,ko,1,k_pop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,MAMAMOO 充满自信的流行曲，强烈的节奏与性感声线，适合都市夜晚
Devotion,Lance Savali,warm;hopeful;introspective,piano;soft_synth;reverb_heavy;vocal_breath,,0.35,0.5,0.4,0.7,0.3,0.6,0.65,en,1,ambient_pop,"""{""""morning_clear_light"""":0.8,""""work_focus_low_vocal"""":0.75,""""deep_night_introspective"""":0.7}""",soft_focus_work,0.85,温暖的钢琴与软合成器铺垫，人声轻柔带有呼吸感，营造出内省而充满希望的氛围
Nexus,Makoto,urban;hopeful;restless,soft_synth;electric_distant;reverb_heavy,,0.6,0.55,0.6,0.5,0.65,0,0.5,instrumental,0,drum_and_bass,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.85,Makoto 的鼓打贝斯作品，都市感强烈的合成器与律动，充满希望与不安的张力
A La Claire Fontaine,Nana Mouskouri,warm;nostalgic;clear,acoustic;vocal_breath;string,,0.3,0.6,0.35,0.7,0.2,0.65,0.5,fr,1,folk,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""weekend_slow"""":0.75}""",slow_opening,0.85,经典法语民谣，Nana Mouskouri清澈温暖的人声搭配简单弦乐，怀旧而明亮
Flowers (feat. Father),Faye Webster,warm;nostalgic;bittersweet,acoustic;vocal_breath;string;soft_synth,,0.4,0.5,0.45,0.65,0.35,0.7,0.6,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的木吉他与轻柔人声，怀旧中带一丝苦涩，适合午后或傍晚的悠闲时刻
一梦千寻,袁泉,dreamy;nostalgic;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.35,0.45,0.4,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",afterglow_fading,0.85,袁泉清冷而富有叙事感的人声搭配钢琴与弦乐，营造出梦幻怀旧中略带苦涩的意境
Earthly Needs,Hayden Thorpe,introspective;melancholic;restrained,piano;minimal;reverb_heavy;vocal_breath,,0.25,0.3,0.35,0.4,0.2,0.5,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,Hayden Thorpe 的脆弱人声与极简钢琴，内省而克制，充满留白与情感重量
Rhapsody in Blue,George Gershwin,restless;urban;nostalgic,piano;string;cinematic;jazz_brush,,0.6,0.7,0.65,0.5,0.6,0,0.6,instrumental,0,classical_jazz,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""morning_clear_light"""":0.65}""",city_to_inner_room,0.9,爵士与古典融合的经典，钢琴与弦乐交织出都市的躁动与怀旧感
Ursa Major,SUSS,introspective;melancholic;restrained,ambient_pad;electric_distant;reverb_heavy;field_recording,,0.2,0.3,0.25,0.35,0.1,0,0.7,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.9,开阔的ambient声景，电吉他遥远而混响厚重，带有田野录音质感，营造内省而克制的孤独氛围
Moviola,La Batteria,restrained;urban;nostalgic,acoustic;jazz_brush;electric_distant;minimal,,0.3,0.4,0.35,0.5,0.3,0,0.5,instrumental,0,jazz,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,意大利乐队 La Batteria 的器乐作品，以原声吉他、爵士鼓刷和简约编排营造出克制而怀旧的都市氛围
飞雪玉花,魏小涵,introspective;melancholic;nostalgic,piano;string;cinematic;minimal,,0.2,0.35,0.25,0.4,0.15,0,0.7,instrumental,0,new_age,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的国风纯音乐，旋律悠远而内省，带有淡淡的怀旧与忧伤
三个人的晚餐,黄韵玲,nostalgic;urban;bittersweet,piano;soft_synth;vocal_breath,,0.4,0.5,0.45,0.55,0.35,0.6,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,黄韵玲的钢琴与合成器交织，都市感中带着怀旧与淡淡的苦涩
Promises,Perfect Son,melancholic;restrained;bittersweet,piano;reverb_heavy;minimal;vocal_breath,,0.25,0.3,0.35,0.4,0.2,0.5,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴与低沉人声交织，克制而忧郁，带有未完成的承诺感
Won't Be Satisfied,Courtney Hartman,restless;unresolved;bittersweet,acoustic;vocal_breath;reverb_heavy,,0.45,0.4,0.5,0.5,0.4,0.7,0.65,en,1,folk,"""{""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7,""""work_focus_low_vocal"""":0.65}""",city_to_inner_room,0.85,木吉他与人声交织，带着不安与未解的渴望，适合夜晚独处
Gonna Get High,Hugo Race Fatalists,restless;urban;unresolved,electric_distant;reverb_heavy;grainy,,0.6,0.4,0.55,0.3,0.5,0.6,0.65,en,1,alternative_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,粗粝的电吉他、深远混响与不安的人声，营造出都市夜晚的躁动与未解情绪
Road to Nowhere,Gentiane MG Trio,restless;unresolved;melancholic,piano;jazz_brush;acoustic,,0.4,0.45,0.5,0.5,0.5,0,0.6,instrumental,0,jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,爵士钢琴三重奏，节奏略带不安与悬而未决，适合都市夜晚的内省漫步
Leaving Safe Places,Random Forest,introspective;restrained;melancholic,piano;ambient_pad;minimal;reverb_heavy,,0.25,0.3,0.3,0.4,0.15,0,0.7,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",fade_into_inner_space,0.85,钢琴与氛围垫交织，极简而内省，营造出安全空间之外的疏离与忧郁
Cello Blue,David Darling,introspective;melancholic;restrained,string;minimal;reverb_heavy,,0.15,0.25,0.2,0.45,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.9,大提琴独奏，深沉而克制，缓慢的弓弦声营造出内省与忧郁的氛围
Imagine,John Lennon,hopeful;nostalgic;warm,piano;vocal_breath;string,,0.35,0.6,0.4,0.7,0.3,0.75,0.65,en,1,folk_rock,"""{""""morning_clear_light"""":0.85,""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75}""",slow_opening,0.9,钢琴驱动的经典民谣摇滚，Lennon 温暖的人声传递出怀旧与希望交织的平和力量
No Savior,Chasms,melancholic;introspective;restrained,cold_synth;reverb_heavy;minimal;vocal_breath,,0.25,0.2,0.3,0.2,0.15,0.4,0.8,en,1,darkwave,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,冷调合成器与深远混响，脆弱人声包裹在克制而忧郁的氛围中
Eos - Live,Arp,introspective;dreamy;restrained,ambient_pad;minimal;field_recording;cold_synth,,0.15,0.3,0.2,0.35,0.1,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",afterglow_fading,0.85,现场录音的极简氛围，冷合成器与田野录音交织，内省而克制
舞孃,JOLIN蔡依林,urban;restless;sensual,electric_distant;soft_synth;reverb_heavy,,0.7,0.6,0.65,0.5,0.75,0.8,0.4,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,蔡依林动感舞曲，都市节奏与性感氛围交织，能量较高但带有内敛的质感
不懂愛,劉思涵,melancholic;bittersweet;introspective,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴与弦乐铺垫，刘思涵低沉声线传递出苦涩与内省的情绪
"""Oh, Lovely Appearance of Death""",efdemin,melancholic;restrained;introspective,piano;ambient_pad;minimal;reverb_heavy,,0.2,0.25,0.3,0.35,0.1,0,0.8,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",fade_into_inner_space,0.9,极简钢琴与氛围铺底，缓慢而内省，充满死亡主题的沉重与克制
任性,孙燕姿,warm;nostalgic;bittersweet,acoustic;vocal_breath;string,,0.45,0.55,0.45,0.65,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,孙燕姿温暖声线搭配木吉他弦乐，怀旧中带一丝苦涩，能量略低于红豆但情感饱满
3 Gymnopédies: I. Lent et douloureux,Erik Satie,introspective;melancholic;restrained,piano;minimal;cinematic,,0.1,0.25,0.15,0.35,0.05,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""work_focus_low_vocal"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.95,萨蒂的经典钢琴独奏，缓慢、克制、内省，极简主义与忧郁氛围的完美结合
Brother's Keeper,Glen Hansard,melancholic;bittersweet;restrained,acoustic;string;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.6,0.75,en,1,folk_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,Glen Hansard 的粗粝声线与木吉他、弦乐交织，带来克制而苦涩的怀旧感
Falling In Love,Cigarettes After Sex,dreamy;sensual;melancholic,reverb_heavy;vocal_breath;soft_synth;electric_distant,,0.25,0.3,0.4,0.55,0.2,0.6,0.7,en,1,dream_pop,"""{""""deep_night_introspective"""":0.9,""""night_clear_lonely"""":0.85,""""evening_city_walk"""":0.8}""",fade_into_inner_space,0.9,Cigarettes After Sex 标志性的缓慢梦泡流行，厚重混响与低沉耳语人声营造出迷离而感性的深夜氛围
